OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,GREEN_SYLLABLES,V1_SCANSION,V1_SYLLABLES,V1_MATCHES_GREEN,V1_CONFIDENCE,V2_SCANSION,V2_SYLLABLES,V2_MATCHES_GREEN,V2_CONFIDENCE,V3_SCANSION,V3_SYLLABLES,V3_MATCHES_GREEN,V3_CONFIDENCE,V4_SCANSION,V4_SYLLABLES,V4_MATCHES_GREEN,V4_CONFIDENCE,V5_SCANSION,V5_SYLLABLES,V5_MATCHES_GREEN,V5_CONFIDENCE,V6_SCANSION,V6_SYLLABLES,V6_MATCHES_GREEN,V6_CONFIDENCE,V7_SCANSION,V7_SYLLABLES,V7_MATCHES_GREEN,V7_CONFIDENCE,V8_SCANSION,V8_SYLLABLES,V8_MATCHES_GREEN,V8_CONFIDENCE,V9_SCANSION,V9_SYLLABLES,V9_MATCHES_GREEN,V9_CONFIDENCE
That he ne seide it was a noble storie,That he ne seide it was a noble storie,u S u Sx u S u Su Sux,11,u S u Sx u S u Su Su,11,1,71.13,u S u Sx u S u Su Su,11,1,71.13,u S u Sx u S u Su Su,11,1,72.24,u S u Sx u S u Su Su,11,1,71.13,u S u Sx u S u Su Su,11,1,71.13,u S u Sx u S u Su Su,11,1,71.13,        ,0,0,0.00,u S u Sx u S u S uS,10,0,53.08,u S u Sx u S u S uS,10,0,53.08
With sotil pencel° was depeint° this storie,With sotil pencel was depeint this storie,u Su Su S uS u Su,11,u Su Su S uS u Su,11,1,41.77,u Su Su S uS u Su,11,1,41.77,u Su Su S uS u Su,11,1,41.77,u Su Su S uS u Su,11,1,41.77,u Su Su S uS u Su,11,1,41.77,u Su Su S uS u Su,11,1,41.77,      ,0,0,0.00,u Su Su S uS u S,10,0,27.48,      ,0,0,0.00
Ne hadde she swich routhe of his distresse;,Ne hadde she swich routhe of his distresse,u Su S u Sx u S uSx,10,u Su S u Sx u S uSx,10,1,58.10,u Su S u Sx u S uSx,10,1,58.10,u Su S u Sx u S uSx,10,1,60.60,u Su S u Sx u S uSx,10,1,58.10,u Su S u Sx u S uSx,10,1,58.10,u Su S u Sx u S uSx,10,1,58.10,u Su S u Sx u S uSx,10,1,58.10,u Su S u Sx u S uSx,10,1,58.10,u Su S u Sx u S uSx,10,1,58.10
And whan that he wel dronken had the win,And whan that he wel dronken had the win,u S u S u Su S u S,10,u S u S u Su S u S,10,1,61.18,u S u S u Su S u S,10,1,61.18,u S u S u Su S u S,10,1,60.07,u S u S u Su S u S,10,1,61.18,u S u S u Su S u S,10,1,61.18,u S u S u Su S u S,10,1,61.18,u S u S u Su S u S,10,1,61.18,u S u S u Su S u S,10,1,61.18,u S u S u Su S u S,10,1,61.18
Til at the laste Antigone the shene,Til at the laste Antigone the shene,u S u Sx uSuS u Sx,10,u S u Su SuSx u Sx,10,0,66.68,u S u Su SuSx u Sx,10,0,66.68,u S u Su SuSx u Sx,10,0,69.53,u S u Su SuSx u Sx,10,0,66.68,u S u Su SuSx u Sx,10,0,66.68,u S u Su SuSx u Sx,10,0,66.68,u S u Su SuSx u Sx,10,0,66.68,u S u Su SuSx u Sx,10,0,66.68,u S u Su SuSx u Sx,10,0,66.68
Lat nicetee not do yow bothe smerte.”,Lat nicetee not do yow bothe smerte,u SuS u S u Su Sx,10,u SuS u S u Su Sx,10,1,44.18,u SuS u S u Su Sx,10,1,44.18,u SuS u S u Su Sx,10,1,45.60,u SuS u S u Su Sx,10,1,44.18,u SuS u S u Su Sx,10,1,44.18,u SuS u S u Su Sx,10,1,44.18,u SuS u S u Su Sx,10,1,44.18,u SuS u S u Su Sx,10,1,44.18,u SuS u S u Su Sx,10,1,44.18
"Comeveden, and amorous him made",Comeveden and amorous him made,uSuS u SuS u Sx,10,uSuS u SuS u Sx,10,1,47.22,uSuS u SuS u Sx,10,1,47.22,uSuS u SuS u Sx,10,1,49.22,uSuS u SuS u Sx,10,1,47.22,uSuS u SuS u Sx,10,1,47.22,uSuS u SuS u Sx,10,1,47.22,uSuS u SuS u Sx,10,1,47.22,uSuS u SuS u Sx,10,1,47.22,uSuS u SuS u Sx,10,1,47.22
Eek sith I woot for me is his distresse,Eek sith I woot for me is his distresse,u S u S u S u S uSx,10,u S u S u S u S uSx,10,1,61.12,u S u S u S u S uSx,10,1,61.12,u S u S u S u S uSx,10,1,60.01,u S u S u S u S uSx,10,1,61.12,u S u S u S u S uSx,10,1,61.12,u S u S u S u S uSx,10,1,61.12,u S u S u S u S uSx,10,1,61.12,u S u S u S u S uSx,10,1,61.12,u S u S u S u S uSx,10,1,61.12
I never dide a thing with more peine,I never dide a thing with more peine,u Su Sx u S u Su Sx,10,u Su Sx u S u Su Sx,10,1,77.22,u Su Sx u S u Su Sx,10,1,77.22,u Su Sx u S u Su Sx,10,1,78.47,u Su Sx u S u Su Sx,10,1,77.22,u Su Sx u S u Su Sx,10,1,77.22,u Su Sx u S u Su Sx,10,1,77.22,u Su Sx u S u Su Sx,10,1,77.22,u Su Sx u S u Su Sx,10,1,77.22,u Su Sx u S u Su Sx,10,1,77.22
"Quod Troilus, “Depardieux, I assente;",Quod Troilus Depardieux I assente,u SuS uSu S uSx,10,u SuS uSu S uSx,10,1,81.53,u SuS uSu S uSx,10,1,81.53,u SuS uSu S uSx,10,1,81.53,u SuS uSu S uSx,10,1,81.53,u SuS uSu S uSx,10,1,81.53,u SuS uSu S uSx,10,1,81.53,u SuS uSu S uSx,10,1,81.53,u SuS uSu S uSx,10,1,81.53,u SuS uSu S uSx,10,1,81.53
A good felawe to have his concubin,A good felawe to have his concubin,u S uS u S u SuS,10,u S uSx u Sx u SuS,10,1,69.87,u S uSx u Sx u SuS,10,1,69.87,u S uSx u Sx u SuS,10,1,69.87,u S uSx u Sx u SuS,10,1,69.87,u S uSx u Sx u SuS,10,1,69.87,u S uSx u Sx u SuS,10,1,69.87,u S uSx u Sx u SuS,10,1,69.87,u S uSx u Sx u SuS,10,1,69.87,u S uSx u Sx u SuS,10,1,69.87
“For love is yet the moste stormy lif,For love is yet the moste stormy lif,u Sx u S u Su Su S,10,u Sx u S u Su Su S,10,1,56.11,u Sx u S u Su Su S,10,1,56.11,u Sx u S u Su Su S,10,1,58.61,u Sx u S u Su Su S,10,1,56.11,u Sx u S u Su Su S,10,1,56.11,u Sx u S u Su Su S,10,1,56.11,u Sx u S u Su Su S,10,1,56.11,u Sx u S u Su Su S,10,1,56.11,u Sx u S u Su Su S,10,1,56.11
Thy grace she shal fully ther conferme.”,Thy grace she shal fully ther conferme,u Su S u Su S uSx,10,u Su S u Su S uSx,10,1,41.85,u Su S u Su S uSx,10,1,41.85,u Su S u Su S uSx,10,1,40.42,u Su S u Su S uSx,10,1,41.85,u Su S u Su S uSx,10,1,41.85,u Su S u Su S uSx,10,1,41.85,u Su S u Su S uSx,10,1,41.85,u Su S u Su S uSx,10,1,41.85,      ,0,0,0.00
Whan they were wonne and in the Grete See,Whan they were wonne and in the Grete See,u S uS u S u S u S,10,u S ux Sx u S u Su S,10,0,69.49,u S ux Sx u S u Su S,10,0,69.49,u S xu Sx u S u Su S,10,0,72.82,u S ux Sx u S u Su S,10,0,69.49,u S ux Sx u S u Su S,10,0,69.49,u S ux Sx u S u Su S,10,0,69.49,u S ux Sx u S u Su S,10,0,69.49,u S ux Sx u S u Su S,10,0,69.49,u S ux Sx u S u Su S,10,0,69.49
Of which ther were a dosein in that hous,Of which ther were a dosein in that hous,u S u S u Su S u S,10,u S u Sx u Su S u S,10,1,64.73,u S u Sx u Su S u S,10,1,64.73,u S u Sx u Su S u S,10,1,65.84,u S u Sx u Su S u S,10,1,64.73,u S u Sx u Su S u S,10,1,64.73,u S u Sx u Su S u S,10,1,64.73,u S u Sx u Su S u S,10,1,64.73,u S u Sx u Su S u S,10,1,64.73,u S u Sx u Su S u S,10,1,64.73
Why she forshapen was; and ever lay,Why she forshapen was and ever lay,u S uSu S u Su S,10,u S uSu S u Su S,10,1,51.83,u S uSu S u Su S,10,1,51.83,u S uSu S u Su S,10,1,50.40,u S uSu S u Su S,10,1,51.83,u S uSu S u Su S,10,1,51.83,u S uSu S u Su S,10,1,51.83,u S uSu S u Su S,10,1,51.83,u S uSu S u Su S,10,1,51.83,u S uSu S u Su S,10,1,51.83
With us ther was a Doctour of Physik,With us ther was a Doctour of Physik,u S u S u Su S uS,10,u S u S u Su S uS,10,1,47.07,u S u S u Su S uS,10,1,47.07,u S u S u Su S uS,10,1,47.07,u S u S u Su S uS,10,1,47.07,u S u S u Su S uS,10,1,47.07,u S u S u Su S uS,10,1,47.07,u S u S u Su S uS,10,1,47.07,u S u S u Su S uS,10,1,47.07,u S u S u Su S uS,10,1,47.07
"    Before me stant,° clad° in asure,°",Before me stant clad in asure,uS u S u S uS,8,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00
And ye sir clerk lat be your shamfastnesse,And ye sir clerk lat be your shamfastnesse,u S u S u S u SuS,10,u S u S u S u SuSx,10,1,49.53,u S u S u S u SuSx,10,1,49.53,u S u S u S u SuSx,10,1,48.28,u S u S u S u SuSx,10,1,49.53,u S u S u S u SuSx,10,1,49.53,u S u S u S u SuSx,10,1,49.53,u S u S u S u SuSx,10,1,49.53,u S u S u S u SuSx,10,1,49.53,u S u S u S u SuSx,10,1,49.53
Fulfild° of sapience° and of worldly glorie,Fulfild of sapience and of worldly glorie,uS u Su S u Su Sux,11,      ,0,0,0.00,      ,0,0,0.00,      ,0,0,0.00,      ,0,0,0.00,      ,0,0,0.00,      ,0,0,0.00,      ,0,0,0.00,      ,0,0,0.00,      ,0,0,0.00
"That she may take hir leve, er that she go?”",That she may take hir leve er that she go,u S u Sx u Sx u S u S,10,u S u Sx u Sx u S u S,10,1,64.98,u S u Sx u Sx u S u S,10,1,64.98,u S u Sx u Sx u S u S,10,1,65.98,u S u Sx u Sx u S u S,10,1,64.98,u S u Sx u Sx u S u S,10,1,64.98,u S u Sx u Sx u S u S,10,1,64.98,u S u Sx u Sx u S u S,10,1,64.98,u S u Sx u Sx u S u S,10,1,64.98,u S u Sx u Sx u S u S,10,1,64.98
"Al armed, save his hed, ful richely",Al armed save his hed ful richely,u Su Sx u S u SuS,10,u Su Sx u S u SuS,10,1,50.64,u Su Sx u S u SuS,10,1,50.64,u Su Sx u S u SuS,10,1,49.21,u Su Sx u S u SuS,10,1,50.64,u Su Sx u S u SuS,10,1,50.64,u Su Sx u S u SuS,10,1,50.64,u Su Sx u S u SuS,10,1,50.64,u Su Sx u S u SuS,10,1,50.64,u Su Sx u S u SuS,10,1,50.64
But sooth to seyn I noot how men him calle,But sooth to seyn I noot how men him calle,u S u S u S u S u S,10,u S u S u S u S u Sx,10,1,82.59,u S u S u S u S u Sx,10,1,82.59,u S u S u S u S u Sx,10,1,81.59,u S u S u S u S u Sx,10,1,82.59,u S u S u S u S u Sx,10,1,82.59,u S u S u S u S u Sx,10,1,82.59,u S u S u S u S u Sx,10,1,82.59,u S u S u S u S u Sx,10,1,82.59,u S u S u S u S u Sx,10,1,82.59
For either they ben ful of jalousie,For either they ben ful of jalousie,u Su S u S u SuS,10,u Su S u S u SuS,10,1,50.44,u Su S u S u SuS,10,1,50.44,u Su S u S u SuS,10,1,50.44,u Su S u S u SuS,10,1,50.44,u Su S u S u SuS,10,1,50.44,u Su S u S u SuS,10,1,50.44,u Su S u S u SuS,10,1,50.44,u Su S u S u SuS,10,1,50.44,u Su S u S u SuS,10,1,50.44
In werk ne thoght I nil yow disobeye,In werk ne thoght I nil yow disobeye,u S u S u S u SuSx,10,S u S u S u S uSu,10,0,16.30,S u S u S u S uSu,10,0,16.30,S u S u S u S uSu,10,0,15.05,S u S u S u S uSu,10,0,16.30,S u S u S u S uSu,10,0,16.30,       ,0,0,0.00,       ,0,0,0.00,       ,0,0,0.00,       ,0,0,0.00
For alday meteth° men at unset stevene.°,For alday meteth men at unset stevene,u Su Su S u Su Sux,11,u Su Sx u S uS uSx,10,0,24.87,u Su Sx u S uS uSx,10,0,24.87,u Su Sx u S uS uSx,10,0,24.87,u Su Sx u S uS uSx,10,0,24.87,u Su Sx u S uS uSx,10,0,24.87,      ,0,0,0.00,      ,0,0,0.00,u Su Sx u S uS uSx,10,0,24.87,      ,0,0,0.00
"To loven; for swich maner folk, I gesse",To loven for swich maner folk I gesse,u Su S u Su S u Sx,10,u Su S u Su S u Sx,10,1,77.72,u Su S u Su S u Sx,10,1,77.72,u Su S u Su S u Sx,10,1,77.72,u Su S u Su S u Sx,10,1,77.72,u Su S u Su S u Sx,10,1,77.72,u Su S u Su S u Sx,10,1,77.72,u Su S u Su S u Sx,10,1,77.72,u Su S u Su S u Sx,10,1,77.72,u Su S u Su S u Sx,10,1,77.72
"So fresh it is, although it sore smerte",So fresh it is although it sore smerte,u S u S uS u Su Sx,10,u S u S uS u Su Sx,10,1,73.76,u S u S uS u Su Sx,10,1,73.76,u S u S uS u Su Sx,10,1,73.76,u S u S uS u Su Sx,10,1,73.76,u S u S uS u Su Sx,10,1,73.76,u S u S uS u Su Sx,10,1,73.76,u S u S uS u Su Sx,10,1,73.76,u S u S uS u Su Sx,10,1,73.76,u S u S uS u Su Sx,10,1,73.76
"“By God, I shal nomore com here this wike",By God I shal nomore com here this wike,u S u S uSx u Sx u Sx,10,u S u S uSx u Sx u Sx,10,1,63.33,u S u S uSx u Sx u Sx,10,1,63.33,u S u S uSx u Sx u Sx,10,1,62.22,u S u S uSx u Sx u Sx,10,1,63.33,u S u S uSx u Sx u Sx,10,1,63.33,u S u S uSx u Sx u Sx,10,1,63.33,u S u S uSx u Sx u Sx,10,1,63.33,u S u S uSx u Sx u Sx,10,1,63.33,u S u S uSx u Sx u Sx,10,1,63.33
"And, as yow list, ye maken hertes digne.",And as yow list ye maken hertes digne,u S u S u Su Su Sx,10,u S u S u Su Su Sx,10,1,74.00,u S u S u Su Su Sx,10,1,74.00,u S u S u Su Su Sx,10,1,74.00,u S u S u Su Su Sx,10,1,74.00,u S u S u Su Su Sx,10,1,74.00,u S u S u Su Su Sx,10,1,74.00,u S u S u Su Su Sx,10,1,74.00,u S u S u Su Su Sx,10,1,74.00,u S u S u Su Su Sx,10,1,74.00
For any wit that men han now adayes.,For any wit that men han now adayes,u Su S u S u S uSx,10,u Su S u S u S uSu,11,0,53.59,u Su S u S u S uSu,11,0,53.59,u Su S u S u S uSu,11,0,52.34,u Su S u S u S uSu,11,0,53.59,u Su S u S u S uSu,11,0,53.59,u Su S u S u S uSu,11,0,53.59,u Su S u S u S uS,10,1,53.59,u Su S u S u S uS,10,1,53.59,u Su S u S u S uS,10,1,53.59
Men shal rejoisen of a greet emprise,Men shal rejoisen of a greet emprise,u S uSu S u S uSx,10,u S uSu S u S uSx,10,1,49.66,u S uSu S u S uSx,10,1,49.66,u S uSu S u S uSx,10,1,49.66,u S uSu S u S uSx,10,1,49.66,u S uSu S u S uSx,10,1,49.66,u S uSu S u S uSx,10,1,49.66,u S uSu S u S uSx,10,1,49.66,u S uSu S u S uSx,10,1,49.66,u S uSu S u S uSx,10,1,49.66
"Right for this fin? O lady min, Pallas!",Right for this fin O lady min Pallas,u S u S u Su S uS,10,u S u S u Su S uS,10,1,56.09,u S u S u Su S uS,10,1,56.09,u S u S u Su S uS,10,1,56.09,u S u S u Su S uS,10,1,56.09,u S u S u Su S uS,10,1,56.09,u S u S u Su S uS,10,1,56.09,u S u S u Su S uS,10,1,56.09,u S u S u Su S uS,10,1,56.09,u S u S u Su S uS,10,1,56.09
A fewe termes hadde he two or three,A fewe termes hadde he two or three,u Su Su S u S u S,10,u Su Su Sx u S u S,10,1,82.00,u Su Su Sx u S u S,10,1,82.00,u Su Su Sx u S u S,10,1,83.25,u Su Su Sx u S u S,10,1,82.00,u Su Su Sx u S u S,10,1,82.00,u Su Su Sx u S u S,10,1,82.00,u Su Su Sx u S u S,10,1,82.00,u Su Su Sx u S u S,10,1,82.00,u Su Su Sx u S u S,10,1,82.00
How liketh yow the lettre that he wrote?,How liketh yow the lettre that he wrote,u Su S u Su S u Sx,10,u Su S u Su S u Sx,10,1,60.29,u Su S u Su S u Sx,10,1,60.29,u Su S u Su S u Sx,10,1,62.79,u Su S u Su S u Sx,10,1,60.29,u Su S u Su S u Sx,10,1,60.29,u Su S u Su S u Sx,10,1,60.29,u Su S u Su S u Sx,10,1,60.29,u Su S u Su S u Sx,10,1,60.29,u Su S u Su S u Sx,10,1,60.29
"For I am sik in ernest, doutelees",For I am sik in ernest doutelees,u S u S u Su SuS,10,u S u S u Su SuS,10,1,70.56,u S u S u Su SuS,10,1,70.56,u S u S u Su SuS,10,1,70.56,u S u S u Su SuS,10,1,70.56,u S u S u Su SuS,10,1,70.56,u S u S u Su SuS,10,1,70.56,u S u S u Su SuS,10,1,70.56,u S u S u Su SuS,10,1,70.56,u S u S u Su SuS,10,1,70.56
"¶O noble Ovide, ful sooth° seystou,° God woot!",O noble Ovide ful sooth seystou God woot,u S uSx u S uS u S,10,u Su Sux S u Su S u,11,0,31.57,u Su Sux S u Su S u,11,0,31.57,u Su Sux S u Su S u,11,0,32.82,u Su Sux S u Su S u,11,0,31.57,u Su Sux S u Su S u,11,0,31.57,u Su Sux S u Su S u,11,0,31.57,u S uSx u S uS u S,10,1,50.20,u S uSx u S uS u S,10,1,50.20,u S uSx u S uS u S,10,1,50.20
As any men that liveth under the sonne,As any men that liveth under the sonne,u Su S u Sx uS u Sx,10,u Su S u Sx uS u Sx,10,1,60.56,u Su S u Sx uS u Sx,10,1,60.56,u Su S u Sx uS u Sx,10,1,59.31,u Su S u Su Sx u Sx,10,0,50.56,u Su S u Su Sx u Sx,10,0,50.56,       ,0,0,0.00,       ,0,0,0.00,u Su S u Su Sx u Sx,10,0,50.56,u Su S u Su Sx u Sx,10,0,50.56
Out of the gospel he tho wordes caughte,Out of the gospel he tho wordes caughte,u S u Su S u Su S,10,u S u Su S u Su Sx,10,1,68.85,u S u Su S u Su Sx,10,1,68.85,u S u Su S u Su Sx,10,1,68.85,u S u Su S u Su Sx,10,1,68.85,u S u Su S u Su Sx,10,1,68.85,u S u Su S u Su Sx,10,1,68.85,u S u Su S u Su Sx,10,1,68.85,u S u Su S u Su Sx,10,1,68.85,u S u Su S u Su Sx,10,1,68.85
A Shipman was ther woning fer by weste,A Shipman was ther woning fer by weste,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,44.25,u Su S u Su S u Sx,10,1,44.25,u Su S u Su S u Sx,10,1,43.00,u Su S u Su S u Sx,10,1,44.25,u Su S u Su S u Sx,10,1,44.25,u Su S u Su S u Sx,10,1,44.25,u Su S u Su S u Sx,10,1,44.25,u Su S u Su S u Sx,10,1,44.25,u Su S u Su S u Sx,10,1,44.25
That Seinte Peter had whan that he wente,That Seinte Peter had whan that he wente,u Su Su S u S u S,10,u Su Su S u S u Sx,10,1,43.27,u Su Su S u S u Sx,10,1,43.27,u Su Su S u S u Sx,10,1,43.27,u Su Su S u S u Sx,10,1,43.27,u Su Su S u S u Sx,10,1,43.27,u Su Su S u S u Sx,10,1,43.27,u Su Su S u S u Sx,10,1,43.27,u Su Su S u S u Sx,10,1,43.27,       ,0,0,0.00
"But Pandarus thoughte, “It shal not be so",But Pandarus thoughte It shal not be so,u SuS ux S u S u S,10,u SuS ux S u S u S,10,1,49.69,u SuS ux S u S u S,10,1,49.69,u SuS ux S u S u S,10,1,49.69,u SuS ux S u S u S,10,1,49.69,u SuS ux S u S u S,10,1,49.69,u SuS ux S u S u S,10,1,49.69,u SuS ux S u S u S,10,1,49.69,u SuS ux S u S u S,10,1,49.69,u SuS ux S u S u S,10,1,49.69
And overal ther as profit sholde arise,And overal ther as profit sholde arise,u SuS u S uS u Su,11,u Sxu S u Su Sx uSx,10,0,49.80,u Sxu S u Su Sx uSx,10,0,49.80,u Sxu S u Su Sx uSx,10,0,45.52,u Sxu S u Su Sx uSx,10,0,49.80,u Sxu S u Su Sx uSx,10,0,49.80,u Sxu S u Su Sx uSx,10,0,49.80,u Sxu S u Su Sx uSx,10,0,49.80,u Sxu S u Su Sx uSx,10,0,49.80,u Sxu S u Su Sx uSx,10,0,49.80
But riche he was of holy thoght and werk,But riche he was of holy thoght and werk,u S u S u Su S u S,10,u Sx u S u Su S u S,10,1,87.41,u Sx u S u Su S u S,10,1,87.41,u Sx u S u Su S u S,10,1,87.41,u Sx u S u Su S u S,10,1,87.41,u Sx u S u Su S u S,10,1,87.41,u Sx u S u Su S u S,10,1,87.41,u Sx u S u Su S u S,10,1,87.41,u Sx u S u Su S u S,10,1,87.41,u Sx u S u Su S u S,10,1,87.41
He made the parson and the peple his apes,He made the parson and the peple his apes,u S u Su S u S u Su,11,u Sx u Su S u Sx u Sx,10,0,59.14,u Sx u Su S u Sx u Sx,10,0,59.14,u Sx u Su S u Sx u Sx,10,0,61.37,u Sx u Su S u Sx u Sx,10,0,59.14,u Sx u Su S u Sx u Sx,10,0,59.14,u Sx u Su S u Sx u Sx,10,0,59.14,u Sx u Su S u Sx u Sx,10,0,59.14,u Sx u Su S u Sx u Sx,10,0,59.14,u Sx u Su S u Sx u Sx,10,0,59.14
"And, Lord! so she gan in hir thought argue",And Lord so she gan in hir thought argue,u S u S u S u S uS,10,u S u S u S u S uS,10,1,63.35,u S u S u S u S uS,10,1,63.35,u S u S u S u S uS,10,1,62.24,u S u S u S u S uS,10,1,63.35,u S u S u S u S uS,10,1,63.35,u S u S u S u S uS,10,1,63.35,u S u S u S u S uS,10,1,63.35,u S u S u S u S uS,10,1,63.35,u S u S u S u S uS,10,1,63.35
Fro cast of stones war him in the werre!,Fro cast of stones war him in the werre,u S u Su S u S u Sx,10,u S u Su S u S u Sx,10,1,48.61,u S u Su S u S u Sx,10,1,48.61,u S u Su S u S u Sx,10,1,49.72,u S u Su S u S u Sx,10,1,48.61,u S u Su S u S u Sx,10,1,48.61,u S u Su S u S u Sx,10,1,48.61,u S u Su S u S u Sx,10,1,48.61,u S u Su S u S u Sx,10,1,48.61,u S u Su S u S u Sx,10,1,48.61
"And so he shal, for it ne may not varien.”",And so he shal for it ne may not varien,u S u S u S u S u Su,11,         ,0,0,0.00,         ,0,0,0.00,         ,0,0,0.00,         ,0,0,0.00,         ,0,0,0.00,         ,0,0,0.00,u S u S u S u S u Su,11,1,55.28,u S u S u S u S u Su,11,1,55.28,u S u S u S u S u Su,11,1,55.28
"For trusteth wel, to longe ydoon hardnesse",For trusteth wel to longe ydoon hardnesse,u Su S u Sx uS uSx,10,u Su S u Sx uS uSx,10,1,48.18,u Su S u Sx uS uSx,10,1,48.18,u Su S u Sx uS uSx,10,1,46.75,u Su S u Sx uS uSx,10,1,48.18,u Su S u Sx uS uSx,10,1,48.18,u Su S u Sx uS uSx,10,1,48.18,u Su S u Sx uS uSx,10,1,48.18,u Su S u Sx uS uSx,10,1,48.18,u Su S u Sx uS uSx,10,1,48.18
And trowe I wolde hir in my wil bigile.,And trowe I wolde hir in my wil bigile,u Sx u Sx u S u S uSx,10,u Sx u Sx u S u S uSx,10,1,65.61,u Sx u Sx u S u S uSx,10,1,65.61,u Sx u Sx u S u S uSx,10,1,67.83,u Sx u Sx u S u S uSx,10,1,65.61,u Sx u Sx u S u S uSx,10,1,65.61,u Sx u Sx u S u S uSx,10,1,65.61,u Sx u Sx u S u S uSx,10,1,65.61,u Sx u Sx u S u S uSx,10,1,65.61,u Sx u Sx u S u S uSx,10,1,65.61
"Aurelius, and this magicien biside",Aurelius and this magicien biside,uSu S u SuS uSx,10,    ,0,0,0.00,    ,0,0,0.00,    ,0,0,0.00,    ,0,0,0.00,    ,0,0,0.00,    ,0,0,0.00,uSu S u SuS uSx,10,1,33.96,uSu S u SuS uSx,10,1,33.96,    ,0,0,0.00
"Therwith a thousand times, er he lette",Therwith a thousand times er he lette,uS u Su Su S u Sx,10,uS u Su Su S u Sx,10,1,53.25,uS u Su Su S u Sx,10,1,53.25,uS u Su Su S u Sx,10,1,53.25,uS u Su Su S u Sx,10,1,53.25,uS u Su Su S u Sx,10,1,53.25,uS u Su Su S u Sx,10,1,53.25,uS u Su Su S u Sx,10,1,53.25,uS u Su Su S u Sx,10,1,53.25,uS u Su Su S u Sx,10,1,53.25
"Lo, this mene I, min owene swete herte.”",Lo this mene I min owene swete herte,u S ux S u Sux Su Sx,10,u S ux S u Sux Su Sx,10,1,43.50,u S ux S u Sux Su Sx,10,1,43.50,u S ux S u Sux Su Sx,10,1,42.25,u S ux S u Sux Su Sx,10,1,43.50,u S ux S u Sux Su Sx,10,1,43.50,u S ux S u Sux Su Sx,10,1,43.50,u S ux S u Sux Su Sx,10,1,43.50,u S ux S u Sux Su Sx,10,1,43.50,       ,0,0,0.00
"“Al esily, now, for the love of Marte,”",Al esily now for the love of Marte,u SuS u S u Sx u Sx,10,u SuS u S u Sx u Sx,10,1,62.32,u SuS u S u Sx u Sx,10,1,62.32,u SuS u S u Sx u Sx,10,1,62.32,u SuS u S u Sx u Sx,10,1,62.32,u SuS u S u Sx u Sx,10,1,62.32,u SuS u S u Sx u Sx,10,1,62.32,u SuS u S u Sx u Sx,10,1,62.32,u SuS u S u Sx u Sx,10,1,62.32,u SuS u S u Sx u Sx,10,1,62.32
Til at the last the dede sleep hir hente.,Til at the last the dede sleep hir hente,u S u S u Su S u Sx,10,u S u S u Su S u Sx,10,1,68.85,u S u S u Su S u Sx,10,1,68.85,u S u S u Su S u Sx,10,1,72.19,u S u S u Su S u Sx,10,1,68.85,u S u S u Su S u Sx,10,1,68.85,u S u S u Su S u Sx,10,1,68.85,u S u S u Su S u Sx,10,1,68.85,u S u S u Su S u Sx,10,1,68.85,u S u S u Su S u Sx,10,1,68.85
He knew the cause of everich maladie,He knew the cause of everich maladie,u S u S u SuS uSu,11,u S u Sx u Sxu SuS,10,0,81.70,u S u Sx u Sxu SuS,10,0,81.70,u S u Sx u Sxu SuS,10,0,85.99,u S u Sx u Sxu SuS,10,0,81.70,u S u Sx u Sxu SuS,10,0,81.70,u S u Sx u Sxu SuS,10,0,81.70,u S u Sx u Sxu SuS,10,0,81.70,u S u Sx u Sxu SuS,10,0,81.70,u S u Sx u Sxu SuS,10,0,81.70
"These loveres, as they conne faire endite?”",These loveres as they conne faire endite,ux Sux S u Su Sx uSx,10,ux Sux S u Su Sx uSx,10,1,64.00,ux Sux S u Su Sx uSx,10,1,64.00,xu Sux S u Su Sx uSx,10,1,66.86,ux SuS u S ux Sx uSx,10,0,52.33,ux Sux S u Su Sx uSx,10,1,64.00,      ,0,0,0.00,      ,0,0,0.00,ux SuS u S ux Sx uSx,10,0,52.33,ux SuS u S ux Sx uSx,10,0,52.33
Ne ther was Surrien noon that was converted,Ne ther was Surrien noon that was converted,u S u Su S u S uSu,11,u S u SuS u S u Sux,11,0,29.39,u S u SuS u S u Sux,11,0,29.39,u S u SuS u S u Sux,11,0,29.39,u S u SuS u S u Sux,11,0,29.39,u S u SuS u S u Sux,11,0,29.39,       ,0,0,0.00,       ,0,0,0.00,u S u SuS u S u Sux,11,0,29.39,       ,0,0,0.00
"And wher him list, best felawshipe can",And wher him list best felawshipe can,u S u S u SuSu S,10,u S u S u SuSu S,10,1,58.28,u S u S u SuSu S,10,1,58.28,u S u S u SuSu S,10,1,56.85,u S u S u SuSu S,10,1,58.28,u S u S u SuSu S,10,1,58.28,u S u S u SuSu S,10,1,58.28,u S u S u SuSu S,10,1,58.28,u S u S u SuSu S,10,1,58.28,u S u S u SuSu S,10,1,58.28
